x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,letra
0.7190781831741333,0.9425901174545288,-3.783653426125966e-07,0.6351309418678284,0.8919100165367126,-0.026792870834469795,0.5717402696609497,0.7521703839302063,-0.03585650399327278,0.5465761423110962,0.6457754969596863,-0.04720398783683777,0.5132592916488647,0.5768836736679077,-0.05481274053454399,0.6358789205551147,0.6075717806816101,-0.018269209191203117,0.6144403219223022,0.45789003372192383,-0.0494815967977047,0.5907293558120728,0.3702457845211029,-0.06324688345193863,0.5738266706466675,0.29366153478622437,-0.07338353246450424,0.6877401471138,0.614995539188385,-0.02588418312370777,0.6631077527999878,0.5089361071586609,-0.0951186865568161,0.6382371187210083,0.6191336512565613,-0.10664969682693481,0.63661789894104,0.6940681338310242,-0.09502824395895004,0.7408818602561951,0.6381748914718628,-0.038133591413497925,0.7256835699081421,0.5296292304992676,-0.10144669562578201,0.6941244006156921,0.6305014491081238,-0.0847548395395279,0.6820549964904785,0.700473427772522,-0.05364161357283592,0.793030858039856,0.6698360443115234,-0.05340239033102989,0.8086931705474854,0.5623517036437988,-0.0973438024520874,0.8055157661437988,0.49140188097953796,-0.09923023730516434,0.8077383041381836,0.41029056906700134,-0.08979974687099457,I_LOVE_YOU
0.7165230512619019,0.9441074132919312,-3.783930253575818e-07,0.6336266398429871,0.8905911445617676,-0.025527723133563995,0.5723962783813477,0.7506306171417236,-0.03375575691461563,0.5475942492485046,0.6449620723724365,-0.044553257524967194,0.5170251727104187,0.5744935870170593,-0.05151929333806038,0.6365690231323242,0.6088007688522339,-0.016576675698161125,0.6158553957939148,0.4595835208892822,-0.0483807772397995,0.5925955772399902,0.3721725344657898,-0.06295261532068253,0.5758013129234314,0.29535284638404846,-0.0733000785112381,0.6881797313690186,0.6178179979324341,-0.024687644094228745,0.6654607653617859,0.5105386972427368,-0.09497266262769699,0.637682318687439,0.6170769929885864,-0.1074707955121994,0.6325094699859619,0.6922287940979004,-0.09602168947458267,0.7404729723930359,0.6414939165115356,-0.03736001253128052,0.7236006855964661,0.532122790813446,-0.10088308900594711,0.6911158561706543,0.6330302953720093,-0.08448857814073563,0.6786954402923584,0.7045404314994812,-0.05310755968093872,0.7914806604385376,0.673129677772522,-0.05301151052117348,0.8075020909309387,0.5656979084014893,-0.09691985696554184,0.8037583231925964,0.4932892322540283,-0.09906122088432312,0.805337131023407,0.4110458493232727,-0.0895640105009079,I_LOVE_YOU
0.7149724960327148,0.9446388483047485,-3.8881395880707714e-07,0.6329278349876404,0.8909432888031006,-0.025251075625419617,0.5726224780082703,0.7489514946937561,-0.033317890018224716,0.5482504367828369,0.6431591510772705,-0.04415549337863922,0.5163702368736267,0.5733022093772888,-0.05121704190969467,0.6373468041419983,0.6077460646629333,-0.015883971005678177,0.6158751845359802,0.4575284719467163,-0.04671696200966835,0.5918890833854675,0.37003692984580994,-0.060570914298295975,0.5748396515846252,0.29319360852241516,-0.07058791816234589,0.6888450980186462,0.6168196797370911,-0.023986948654055595,0.6649553775787354,0.5124689936637878,-0.09303296357393265,0.6366286873817444,0.6195594072341919,-0.10516990721225739,0.6322702765464783,0.6933316588401794,-0.09388431161642075,0.7410765886306763,0.6409782767295837,-0.0366116464138031,0.7243486642837524,0.5336266756057739,-0.09921414405107498,0.6907255053520203,0.634988009929657,-0.08239895850419998,0.67780601978302,0.7062168121337891,-0.05106591433286667,0.7920647263526917,0.6726704835891724,-0.052251242101192474,0.8074910640716553,0.5646907091140747,-0.09537629038095474,0.8036083579063416,0.4923044443130493,-0.0969042256474495,0.8058314323425293,0.4103175401687622,-0.08713855594396591,I_LOVE_YOU
0.7136809229850769,0.9453079700469971,-4.0428838588013605e-07,0.6313809752464294,0.8917347192764282,-0.0262051522731781,0.5689928531646729,0.7499900460243225,-0.035649169236421585,0.5444159507751465,0.6435052156448364,-0.04768310487270355,0.5124914646148682,0.5727260112762451,-0.05605805292725563,0.6349549889564514,0.6087624430656433,-0.01999889686703682,0.6135294437408447,0.458398699760437,-0.05270710587501526,0.5901522636413574,0.369894415140152,-0.06730048358440399,0.5736950635910034,0.2928338348865509,-0.07771795243024826,0.6867661476135254,0.61784428358078,-0.028010809794068336,0.6649909615516663,0.5126347541809082,-0.09738156944513321,0.6405472159385681,0.6242401003837585,-0.10792890191078186,0.6385780572891235,0.6969403624534607,-0.09558218717575073,0.7402531504631042,0.6422251462936401,-0.04058685898780823,0.7274044752120972,0.5340602397918701,-0.10323018580675125,0.6964350938796997,0.6360352635383606,-0.08434364944696426,0.6844937205314636,0.7057360410690308,-0.05188003554940224,0.7925153970718384,0.6746799945831299,-0.056314337998628616,0.8083068132400513,0.5658566355705261,-0.1001920998096466,0.8055403232574463,0.49389588832855225,-0.10089347511529922,0.8090251684188843,0.4124622344970703,-0.09042123705148697,I_LOVE_YOU
0.7190977931022644,0.9487622976303101,-4.1308021536679007e-07,0.6324886679649353,0.8955729603767395,-0.02476254664361477,0.5672727823257446,0.7555496692657471,-0.03314919024705887,0.5402087569236755,0.6472107768058777,-0.04470288008451462,0.5039570331573486,0.575509250164032,-0.05327380821108818,0.6321997046470642,0.6083142161369324,-0.013933693058788776,0.6071336269378662,0.4621128737926483,-0.04456004872918129,0.58457350730896,0.37313026189804077,-0.05886215716600418,0.5681614279747009,0.2963879704475403,-0.06891386210918427,0.6878668665885925,0.6137044429779053,-0.02274499274790287,0.6721595525741577,0.5106356143951416,-0.08983279764652252,0.6548216938972473,0.6191307306289673,-0.10306548327207565,0.6534693837165833,0.6910423636436462,-0.09261353313922882,0.7446082830429077,0.6352342367172241,-0.03584914281964302,0.7370178699493408,0.5294069051742554,-0.09746990352869034,0.7112002968788147,0.6278572678565979,-0.08269807696342468,0.6996194124221802,0.6953707337379456,-0.05284634977579117,0.7995691299438477,0.6662701368331909,-0.05165860801935196,0.8123025298118591,0.5571402907371521,-0.0932096615433693,0.8089307546615601,0.48689937591552734,-0.09346918016672134,0.8110679388046265,0.40986454486846924,-0.08272962272167206,I_LOVE_YOU
0.7201562523841858,0.9478268027305603,-3.884836701217864e-07,0.6336948275566101,0.8950483798980713,-0.026081522926688194,0.5675992965698242,0.7564187049865723,-0.034741636365652084,0.5395066142082214,0.64845210313797,-0.04610244184732437,0.5035722255706787,0.5769463777542114,-0.054514799267053604,0.633040189743042,0.6091547012329102,-0.015347451902925968,0.6090887784957886,0.4630746841430664,-0.04579639807343483,0.5861910581588745,0.37381213903427124,-0.05994332954287529,0.5690460205078125,0.2969052791595459,-0.06991805136203766,0.6886205673217773,0.6142370700836182,-0.023262551054358482,0.6736109256744385,0.5101054906845093,-0.09109216928482056,0.6554805040359497,0.6169199347496033,-0.10481975972652435,0.6532418131828308,0.6907448768615723,-0.09444982558488846,0.7449157238006592,0.6354711651802063,-0.03544582054018974,0.737548291683197,0.5306496620178223,-0.09767957776784897,0.7111850380897522,0.6277534365653992,-0.08390315622091293,0.6987407207489014,0.6956661343574524,-0.05446551367640495,0.799169659614563,0.6666141748428345,-0.050307631492614746,0.8120565414428711,0.5573103427886963,-0.09201852232217789,0.8085724711418152,0.4872167408466339,-0.09272871911525726,0.810116708278656,0.41061967611312866,-0.08223477005958557,I_LOVE_YOU
0.7285205721855164,0.9590807557106018,-4.5131628212402575e-07,0.6328471302986145,0.8950265645980835,-0.025699298828840256,0.5678761601448059,0.7623000144958496,-0.03686470165848732,0.5336548089981079,0.6531000137329102,-0.05041218176484108,0.4914007782936096,0.5861904621124268,-0.06160551309585571,0.6341302990913391,0.6109172105789185,-0.017971254885196686,0.6068686246871948,0.46549326181411743,-0.052323151379823685,0.5844199657440186,0.3742673397064209,-0.07180707901716232,0.5648895502090454,0.295492559671402,-0.0856843814253807,0.6895453929901123,0.6120228171348572,-0.02488034963607788,0.6786152720451355,0.5132609605789185,-0.0848282128572464,0.6685914397239685,0.6285206079483032,-0.09378430992364883,0.6665932536125183,0.6915302276611328,-0.08361831307411194,0.7470924854278564,0.6313052773475647,-0.036542270332574844,0.7461667060852051,0.5280022621154785,-0.0911615714430809,0.726050615310669,0.6326993703842163,-0.07113872468471527,0.713577389717102,0.6959720253944397,-0.04071676358580589,0.8030368089675903,0.6652774214744568,-0.05155552923679352,0.814964771270752,0.5521597862243652,-0.09013737738132477,0.8115614056587219,0.48430413007736206,-0.08720682561397552,0.8141626119613647,0.4060212969779968,-0.07503148913383484,I_LOVE_YOU
0.7277965545654297,0.9585983753204346,-4.173193985934631e-07,0.6344426274299622,0.8979343175888062,-0.026415562257170677,0.5670487880706787,0.7649966478347778,-0.037155140191316605,0.531441330909729,0.6569735407829285,-0.05037623643875122,0.4899632930755615,0.5871811509132385,-0.060953862965106964,0.6337525844573975,0.6108744740486145,-0.0172725822776556,0.6077958345413208,0.4635053277015686,-0.049636222422122955,0.5854670405387878,0.3733155131340027,-0.06696115434169769,0.5660500526428223,0.29462501406669617,-0.07911304384469986,0.6892661452293396,0.6135379076004028,-0.023736583068966866,0.6798074841499329,0.5171598792076111,-0.0847996175289154,0.669867217540741,0.6273396015167236,-0.09527638554573059,0.6675966382026672,0.6898705959320068,-0.08570536971092224,0.7472847104072571,0.6325634717941284,-0.034656208008527756,0.7460637092590332,0.528630793094635,-0.0908864438533783,0.7265211343765259,0.6339329481124878,-0.07231087237596512,0.7136088609695435,0.6980552077293396,-0.04217521473765373,0.8029364943504333,0.6638593673706055,-0.04876833036541939,0.8149499893188477,0.5535557866096497,-0.08763166517019272,0.8111414313316345,0.48609569668769836,-0.08484688401222229,0.8128786087036133,0.40729305148124695,-0.07237813621759415,I_LOVE_YOU
0.7342047691345215,0.9626117944717407,-4.4722801817442814e-07,0.6387419700622559,0.9084645509719849,-0.029706042259931564,0.5654083490371704,0.7705925107002258,-0.04108807072043419,0.525558590888977,0.662912905216217,-0.0549456961452961,0.4782019853591919,0.5981375575065613,-0.0667082816362381,0.636760950088501,0.6103361248970032,-0.01843206211924553,0.608253538608551,0.46735018491744995,-0.048759058117866516,0.5861296057701111,0.37708061933517456,-0.06306582689285278,0.5658286809921265,0.29894721508026123,-0.07328792661428452,0.6951250433921814,0.6118794679641724,-0.02429942414164543,0.6834089756011963,0.516154408454895,-0.08818715810775757,0.6764743328094482,0.6365451812744141,-0.0977449044585228,0.6745233535766602,0.7097817063331604,-0.08559433370828629,0.7556710839271545,0.6312193274497986,-0.035077277570962906,0.7534636855125427,0.5255552530288696,-0.09650494158267975,0.737753689289093,0.6362586617469788,-0.07965240627527237,0.7266755104064941,0.7071341276168823,-0.04831487312912941,0.8125656247138977,0.6612268686294556,-0.048816531896591187,0.8239432573318481,0.547931432723999,-0.09008121490478516,0.8204280734062195,0.48094725608825684,-0.08907780051231384,0.8199467658996582,0.40286895632743835,-0.07746965438127518,I_LOVE_YOU
0.7397473454475403,0.9637037515640259,-4.3134397742505826e-07,0.6423790454864502,0.9142657518386841,-0.02965288795530796,0.5647666454315186,0.775848388671875,-0.04261237382888794,0.5217550992965698,0.6675669550895691,-0.05840231850743294,0.47242698073387146,0.6030457615852356,-0.07227027416229248,0.6359546780586243,0.6109585762023926,-0.01850699633359909,0.6081962585449219,0.4695013463497162,-0.049284230917692184,0.5845649838447571,0.37804535031318665,-0.06328978389501572,0.562650203704834,0.300385445356369,-0.07316838949918747,0.6950752139091492,0.6104217767715454,-0.025220287963747978,0.6878587007522583,0.5121254920959473,-0.0888151302933693,0.6823780536651611,0.6327611207962036,-0.09746456891298294,0.6779170036315918,0.7063289284706116,-0.08433555066585541,0.7562296390533447,0.6287806630134583,-0.03683165833353996,0.7549712657928467,0.5233119130134583,-0.09780845046043396,0.7447497844696045,0.6319097280502319,-0.07950219511985779,0.7355275750160217,0.7004368305206299,-0.04718595743179321,0.813093900680542,0.6594287753105164,-0.05140961334109306,0.822502851486206,0.5448818206787109,-0.09138870984315872,0.8197422027587891,0.47766372561454773,-0.08845227211713791,0.8185136914253235,0.3984886109828949,-0.07560231536626816,I_LOVE_YOU
